Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
11174:11174-Analysis-FREE,11174,104-To Do App-Generation-1,,,11174,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11174-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11174:11175-Analysis-FREE,11175,104-To Do App-Generation-2,11173,104-To Do App-Generation-6,11174,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11175-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11174:11176-Analysis-FREE,11176,104-To Do App-Generation-3,11175,104-To Do App-Generation-2,11174,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11176-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11174:11177-Analysis-FREE,11177,104-To Do App-Generation-4,11176,104-To Do App-Generation-3,11174,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11177-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11174:11178-Analysis-FREE,11178,104-To Do App-Generation-5,11177,104-To Do App-Generation-4,11174,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11178-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11174:11179-Analysis-FREE,11179,104-To Do App-Generation-6,11177,104-To Do App-Generation-4,11174,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11179-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11186-Analysis-FREE,11186,104-To Do App-Generation-1,,,11186,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11186-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11187-Analysis-FREE,11187,104-To Do App-Generation-2,11186,104-To Do App-Generation-1,11186,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11187-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11188-Analysis-FREE,11188,104-To Do App-Generation-3,11187,104-To Do App-Generation-2,11186,0.000,1.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11188-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11189-Analysis-FREE,11189,104-To Do App-Generation-4,11188,104-To Do App-Generation-3,11186,1.000,0.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11189-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11190-Analysis-FREE,11190,104-To Do App-Generation-5,11189,104-To Do App-Generation-4,11186,3.000,1.000,2.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11190-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11186:11191-Analysis-FREE,11191,104-To Do App-Generation-6,11190,104-To Do App-Generation-5,11186,1.000,3.000,2.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11191-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11198-Analysis-FREE,11198,104-To Do App-Generation-1,,,11198,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11198-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11199-Analysis-FREE,11199,104-To Do App-Generation-2,11198,104-To Do App-Generation-1,11198,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11199-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11200-Analysis-FREE,11200,104-To Do App-Generation-3,11199,104-To Do App-Generation-2,11198,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11200-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11201-Analysis-FREE,11201,104-To Do App-Generation-4,11200,104-To Do App-Generation-3,11198,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11201-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11202-Analysis-FREE,11202,104-To Do App-Generation-5,11201,104-To Do App-Generation-4,11198,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11202-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11198:11203-Analysis-FREE,11203,104-To Do App-Generation-6,11202,104-To Do App-Generation-5,11198,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11203-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11210-Analysis-FREE,11210,104-To Do App-Generation-1,,,11210,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11210-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11211-Analysis-FREE,11211,104-To Do App-Generation-2,11210,104-To Do App-Generation-1,11210,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11211-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11212-Analysis-FREE,11212,104-To Do App-Generation-3,11210,104-To Do App-Generation-1,11210,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11212-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11213-Analysis-FREE,11213,104-To Do App-Generation-4,11212,104-To Do App-Generation-3,11210,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11213-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11214-Analysis-FREE,11214,104-To Do App-Generation-5,11212,104-To Do App-Generation-3,11210,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11214-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11210:11215-Analysis-FREE,11215,104-To Do App-Generation-6,11214,104-To Do App-Generation-5,11210,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11215-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11222-Analysis-FREE,11222,104-To Do App-Generation-1,,,11222,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11222-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11223-Analysis-FREE,11223,104-To Do App-Generation-2,11222,104-To Do App-Generation-1,11222,0.000,1.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11223-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11224-Analysis-FREE,11224,104-To Do App-Generation-3,11223,104-To Do App-Generation-2,11222,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11224-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11225-Analysis-FREE,11225,104-To Do App-Generation-4,11224,104-To Do App-Generation-3,11222,1.000,0.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11225-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11226-Analysis-FREE,11226,104-To Do App-Generation-5,11225,104-To Do App-Generation-4,11222,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11226-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11222:11227-Analysis-FREE,11227,104-To Do App-Generation-6,11226,104-To Do App-Generation-5,11222,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11227-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11234-Analysis-FREE,11234,104-To Do App-Generation-1,,,11234,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11234-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11235-Analysis-FREE,11235,104-To Do App-Generation-2,11234,104-To Do App-Generation-1,11234,0.000,1.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11235-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11236-Analysis-FREE,11236,104-To Do App-Generation-3,11235,104-To Do App-Generation-2,11234,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11236-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11237-Analysis-FREE,11237,104-To Do App-Generation-4,11236,104-To Do App-Generation-3,11234,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11237-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11238-Analysis-FREE,11238,104-To Do App-Generation-5,11237,104-To Do App-Generation-4,11234,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11238-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11234:11239-Analysis-FREE,11239,104-To Do App-Generation-6,11238,104-To Do App-Generation-5,11234,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11239-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11246-Analysis-FREE,11246,104-To Do App-Generation-1,,,11246,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11246-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11247-Analysis-FREE,11247,104-To Do App-Generation-2,11246,104-To Do App-Generation-1,11246,1.000,0.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11247-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11248-Analysis-FREE,11248,104-To Do App-Generation-3,11247,104-To Do App-Generation-2,11246,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11248-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11249-Analysis-FREE,11249,104-To Do App-Generation-4,11248,104-To Do App-Generation-3,11246,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11249-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11250-Analysis-FREE,11250,104-To Do App-Generation-5,11249,104-To Do App-Generation-4,11246,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11250-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11246:11251-Analysis-FREE,11251,104-To Do App-Generation-6,11250,104-To Do App-Generation-5,11246,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11251-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11258-Analysis-FREE,11258,104-To Do App-Generation-1,,,11258,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11258-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11259-Analysis-FREE,11259,104-To Do App-Generation-2,11258,104-To Do App-Generation-1,11258,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11259-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11260-Analysis-FREE,11260,104-To Do App-Generation-3,11259,104-To Do App-Generation-2,11258,0.000,1.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11260-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11261-Analysis-FREE,11261,104-To Do App-Generation-4,11259,104-To Do App-Generation-2,11258,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11261-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11262-Analysis-FREE,11262,104-To Do App-Generation-5,11261,104-To Do App-Generation-4,11258,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11262-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11258:11263-Analysis-FREE,11263,104-To Do App-Generation-6,11262,104-To Do App-Generation-5,11258,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11263-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11270-Analysis-FREE,11270,104-To Do App-Generation-1,,,11270,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11270-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11271-Analysis-FREE,11271,104-To Do App-Generation-2,11270,104-To Do App-Generation-1,11270,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11271-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11272-Analysis-FREE,11272,104-To Do App-Generation-3,11271,104-To Do App-Generation-2,11270,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11272-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11273-Analysis-FREE,11273,104-To Do App-Generation-4,11272,104-To Do App-Generation-3,11270,2.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11273-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11274-Analysis-FREE,11274,104-To Do App-Generation-5,11273,104-To Do App-Generation-4,11270,0.000,2.000,2.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11274-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11270:11275-Analysis-FREE,11275,104-To Do App-Generation-6,11273,104-To Do App-Generation-4,11270,1.000,2.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11275-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11282-Analysis-FREE,11282,104-To Do App-Generation-1,,,11282,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11282-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11283-Analysis-FREE,11283,104-To Do App-Generation-2,11282,104-To Do App-Generation-1,11282,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11283-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11284-Analysis-FREE,11284,104-To Do App-Generation-3,11283,104-To Do App-Generation-2,11282,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11284-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11285-Analysis-FREE,11285,104-To Do App-Generation-4,11284,104-To Do App-Generation-3,11282,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11285-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11286-Analysis-FREE,11286,104-To Do App-Generation-5,11285,104-To Do App-Generation-4,11282,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11286-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11282:11287-Analysis-FREE,11287,104-To Do App-Generation-6,11286,104-To Do App-Generation-5,11282,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11287-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11294-Analysis-FREE,11294,104-To Do App-Generation-1,,,11294,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11294-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11295-Analysis-FREE,11295,104-To Do App-Generation-2,11294,104-To Do App-Generation-1,11294,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11295-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11296-Analysis-FREE,11296,104-To Do App-Generation-3,11295,104-To Do App-Generation-2,11294,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11296-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11297-Analysis-FREE,11297,104-To Do App-Generation-4,11296,104-To Do App-Generation-3,11294,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11297-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11298-Analysis-FREE,11298,104-To Do App-Generation-5,11297,104-To Do App-Generation-4,11294,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11298-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11294:11299-Analysis-FREE,11299,104-To Do App-Generation-6,11298,104-To Do App-Generation-5,11294,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11299-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11306-Analysis-FREE,11306,104-To Do App-Generation-1,,,11306,2.000,,2.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11306-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11307-Analysis-FREE,11307,104-To Do App-Generation-2,11306,104-To Do App-Generation-1,11306,0.000,2.000,2.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11307-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11308-Analysis-FREE,11308,104-To Do App-Generation-3,11307,104-To Do App-Generation-2,11306,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11308-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11309-Analysis-FREE,11309,104-To Do App-Generation-4,11308,104-To Do App-Generation-3,11306,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11309-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11310-Analysis-FREE,11310,104-To Do App-Generation-5,11309,104-To Do App-Generation-4,11306,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11310-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11306:11311-Analysis-FREE,11311,104-To Do App-Generation-6,11310,104-To Do App-Generation-5,11306,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11311-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11318-Analysis-FREE,11318,104-To Do App-Generation-1,,,11318,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11318-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11319-Analysis-FREE,11319,104-To Do App-Generation-2,11318,104-To Do App-Generation-1,11318,0.000,1.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11319-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11320-Analysis-FREE,11320,104-To Do App-Generation-3,11319,104-To Do App-Generation-2,11318,1.000,0.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11320-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11321-Analysis-FREE,11321,104-To Do App-Generation-4,11320,104-To Do App-Generation-3,11318,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11321-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11322-Analysis-FREE,11322,104-To Do App-Generation-5,11321,104-To Do App-Generation-4,11318,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11322-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11318:11323-Analysis-FREE,11323,104-To Do App-Generation-6,11322,104-To Do App-Generation-5,11318,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11323-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11330-Analysis-FREE,11330,104-To Do App-Generation-1,,,11330,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11330-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11331-Analysis-FREE,11331,104-To Do App-Generation-2,11330,104-To Do App-Generation-1,11330,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11331-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11332-Analysis-FREE,11332,104-To Do App-Generation-3,11331,104-To Do App-Generation-2,11330,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11332-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11333-Analysis-FREE,11333,104-To Do App-Generation-4,11331,104-To Do App-Generation-2,11330,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11333-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11334-Analysis-FREE,11334,104-To Do App-Generation-5,11333,104-To Do App-Generation-4,11330,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11334-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11330:11335-Analysis-FREE,11335,104-To Do App-Generation-6,11334,104-To Do App-Generation-5,11330,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11335-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11342-Analysis-FREE,11342,104-To Do App-Generation-1,,,11342,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11342-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11343-Analysis-FREE,11343,104-To Do App-Generation-2,11342,104-To Do App-Generation-1,11342,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11343-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11344-Analysis-FREE,11344,104-To Do App-Generation-3,11343,104-To Do App-Generation-2,11342,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11344-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11345-Analysis-FREE,11345,104-To Do App-Generation-4,11344,104-To Do App-Generation-3,11342,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11345-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11346-Analysis-FREE,11346,104-To Do App-Generation-5,11345,104-To Do App-Generation-4,11342,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11346-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11342:11347-Analysis-FREE,11347,104-To Do App-Generation-6,11346,104-To Do App-Generation-5,11342,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11347-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11354-Analysis-FREE,11354,104-To Do App-Generation-1,,,11354,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11354-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11355-Analysis-FREE,11355,104-To Do App-Generation-2,11354,104-To Do App-Generation-1,11354,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11355-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11356-Analysis-FREE,11356,104-To Do App-Generation-3,11355,104-To Do App-Generation-2,11354,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11356-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11357-Analysis-FREE,11357,104-To Do App-Generation-4,11356,104-To Do App-Generation-3,11354,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11357-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11358-Analysis-FREE,11358,104-To Do App-Generation-5,11357,104-To Do App-Generation-4,11354,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11358-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11354:11359-Analysis-FREE,11359,104-To Do App-Generation-6,11358,104-To Do App-Generation-5,11354,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11359-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11366-Analysis-FREE,11366,104-To Do App-Generation-1,,,11366,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11366-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11367-Analysis-FREE,11367,104-To Do App-Generation-2,11365,104-To Do App-Generation-6,11366,1.000,2.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11367-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11368-Analysis-FREE,11368,104-To Do App-Generation-3,11367,104-To Do App-Generation-2,11366,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11368-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11369-Analysis-FREE,11369,104-To Do App-Generation-4,11368,104-To Do App-Generation-3,11366,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-04-11369-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11370-Analysis-FREE,11370,104-To Do App-Generation-5,11368,104-To Do App-Generation-3,11366,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-04-11370-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11366:11371-Analysis-FREE,11371,104-To Do App-Generation-6,11370,104-To Do App-Generation-5,11366,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-04-11371-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11378:11378-Analysis-FREE,11378,104-To Do App-Generation-1,,,11378,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-04-11378-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11378:11379-Analysis-FREE,11379,104-To Do App-Generation-2,11378,104-To Do App-Generation-1,11378,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-04-11379-Trial-511,1,104-To Do App-Trial-511-2024-08-04
11378:11380-Analysis-FREE,11380,104-To Do App-Generation-3,11379,104-To Do App-Generation-2,11378,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-04-11380-Trial-511,1,104-To Do App-Trial-511-2024-08-04
