Name,ConversationIdentifier,ExtractedAccuracyScore,IsPrimaryExtensionArtifactPhase2,CalculatedStatus,ExpTransformerIsSyntaxFree
TA11037-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11034-2024-08-07-11037-Customizable User Profile-Trial-,11034,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11040-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11039-2024-08-07-11040-Eco-conscious Subscriptio-Trial-,11039,4.000,,Syntax-Locked,0 checked out of 1
TA11039-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11039-2024-08-07-11039-For our upcoming music st-Trial-,11039,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10235-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11039-2024-08-07-10235-Offline Playback Capabili-Trial-,11039,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10238-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11039-2024-08-07-10238-Voice-Activated Controls:-Trial-,11039,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10240-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11039-2024-08-07-10240-Customizable User Profile-Trial-,11039,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10246-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11041-2024-08-07-10246-Eco-conscious Subscriptio-Trial-,11041,5.000,,Syntax-Locked,0 checked out of 1
TA11041-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11041-2024-08-07-11041-For our upcoming music st-Trial-,11041,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11042-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11041-2024-08-07-11042-Offline Playback Capabili-Trial-,11041,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11043-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11041-2024-08-07-11043-Voice-Activated Controls:-Trial-,11041,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11044-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11041-2024-08-07-11044-Customizable User Profile-Trial-,11041,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10252-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11046-2024-08-07-10252-Eco-conscious Subscriptio-Trial-,11046,5.000,,Syntax-Locked,0 checked out of 1
TA11046-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11046-2024-08-07-11046-For our upcoming music st-Trial-,11046,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11047-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11046-2024-08-07-11047-Offline Playback Capabili-Trial-,11046,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11048-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11046-2024-08-07-11048-Voice-Activated Controls:-Trial-,11046,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11049-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11046-2024-08-07-11049-Customizable User Profile-Trial-,11046,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10258-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11050-2024-08-07-10258-Eco-conscious Subscriptio-Trial-,11050,5.000,,Syntax-Locked,0 checked out of 1
TA11050-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11050-2024-08-07-11050-For our upcoming music st-Trial-,11050,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11051-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11050-2024-08-07-11051-Offline Playback Capabili-Trial-,11050,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10256-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11050-2024-08-07-10256-Voice-Activated Controls:-Trial-,11050,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11052-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11050-2024-08-07-11052-Customizable User Profile-Trial-,11050,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10265-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11054-2024-08-07-10265-Eco-conscious Subscriptio-Trial-,11054,5.000,,Syntax-Locked,0 checked out of 1
TA11054-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11054-2024-08-07-11054-For our upcoming music st-Trial-,11054,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10260-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11054-2024-08-07-10260-Offline Playback Capabili-Trial-,11054,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11055-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11054-2024-08-07-11055-Voice-Activated Controls:-Trial-,11054,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11056-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11054-2024-08-07-11056-Customizable User Profile-Trial-,11054,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11058-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11057-2024-08-07-11058-Eco-conscious Subscriptio-Trial-,11057,4.000,,Syntax-Locked,0 checked out of 1
TA11057-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11057-2024-08-07-11057-For our upcoming music st-Trial-,11057,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10267-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11057-2024-08-07-10267-Offline Playback Capabili-Trial-,11057,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10270-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11057-2024-08-07-10270-Voice-Activated Controls:-Trial-,11057,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10272-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11057-2024-08-07-10272-Customizable User Profile-Trial-,11057,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11063-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11059-2024-08-07-11063-Eco-conscious Subscriptio-Trial-,11059,4.000,,Syntax-Locked,0 checked out of 1
TA11059-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11059-2024-08-07-11059-For our upcoming music st-Trial-,11059,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11060-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11059-2024-08-07-11060-Offline Playback Capabili-Trial-,11059,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11061-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11059-2024-08-07-11061-Voice-Activated Controls:-Trial-,11059,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11062-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11059-2024-08-07-11062-Customizable User Profile-Trial-,11059,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11067-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11064-2024-08-07-11067-Eco-conscious Subscriptio-Trial-,11064,4.000,,Syntax-Locked,0 checked out of 1
TA11064-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11064-2024-08-07-11064-For our upcoming music st-Trial-,11064,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10280-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11064-2024-08-07-10280-Offline Playback Capabili-Trial-,11064,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11065-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11064-2024-08-07-11065-Voice-Activated Controls:-Trial-,11064,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11066-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11064-2024-08-07-11066-Customizable User Profile-Trial-,11064,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11070-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11068-2024-08-07-11070-Eco-conscious Subscriptio-Trial-,11068,4.000,,Syntax-Locked,0 checked out of 1
TA11068-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11068-2024-08-07-11068-For our upcoming music st-Trial-,11068,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10286-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11068-2024-08-07-10286-Offline Playback Capabili-Trial-,11068,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10289-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11068-2024-08-07-10289-Voice-Activated Controls:-Trial-,11068,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10290-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11068-2024-08-07-10290-Customizable User Profile-Trial-,11068,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10298-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11071-2024-08-07-10298-Eco-conscious Subscriptio-Trial-,11071,5.000,,Syntax-Locked,0 checked out of 1
TA11071-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11071-2024-08-07-11071-For our upcoming music st-Trial-,11071,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11072-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11071-2024-08-07-11072-Offline Playback Capabili-Trial-,11071,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10295-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11071-2024-08-07-10295-Voice-Activated Controls:-Trial-,11071,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11073-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11071-2024-08-07-11073-Customizable User Profile-Trial-,11071,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10304-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11074-2024-08-07-10304-Eco-conscious Subscriptio-Trial-,11074,5.000,,Syntax-Locked,0 checked out of 1
TA11074-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11074-2024-08-07-11074-For our upcoming music st-Trial-,11074,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11075-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11074-2024-08-07-11075-Offline Playback Capabili-Trial-,11074,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11076-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11074-2024-08-07-11076-Voice-Activated Controls:-Trial-,11074,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11077-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11074-2024-08-07-11077-Customizable User Profile-Trial-,11074,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11081-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11078-2024-08-07-11081-Eco-conscious Subscriptio-Trial-,11078,4.000,,Syntax-Locked,0 checked out of 1
TA11078-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11078-2024-08-07-11078-For our upcoming music st-Trial-,11078,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10306-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11078-2024-08-07-10306-Offline Playback Capabili-Trial-,11078,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11079-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11078-2024-08-07-11079-Voice-Activated Controls:-Trial-,11078,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11080-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11078-2024-08-07-11080-Customizable User Profile-Trial-,11078,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11084-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11082-2024-08-07-11084-Eco-conscious Subscriptio-Trial-,11082,4.000,,Syntax-Locked,0 checked out of 1
TA11082-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11082-2024-08-07-11082-For our upcoming music st-Trial-,11082,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10312-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11082-2024-08-07-10312-Offline Playback Capabili-Trial-,11082,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10315-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11082-2024-08-07-10315-Voice-Activated Controls:-Trial-,11082,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11083-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11082-2024-08-07-11083-Customizable User Profile-Trial-,11082,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11088-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11085-2024-08-07-11088-Eco-conscious Subscriptio-Trial-,11085,4.000,,Syntax-Locked,0 checked out of 1
TA11085-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11085-2024-08-07-11085-For our upcoming music st-Trial-,11085,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11086-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11085-2024-08-07-11086-Offline Playback Capabili-Trial-,11085,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10321-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11085-2024-08-07-10321-Voice-Activated Controls:-Trial-,11085,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11087-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11085-2024-08-07-11087-Customizable User Profile-Trial-,11085,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10329-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11089-2024-08-07-10329-Eco-conscious Subscriptio-Trial-,11089,5.000,,Syntax-Locked,0 checked out of 1
TA11089-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11089-2024-08-07-11089-For our upcoming music st-Trial-,11089,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10325-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11089-2024-08-07-10325-Offline Playback Capabili-Trial-,11089,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11090-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11089-2024-08-07-11090-Voice-Activated Controls:-Trial-,11089,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11091-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11089-2024-08-07-11091-Customizable User Profile-Trial-,11089,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10336-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11093-2024-08-07-10336-Eco-conscious Subscriptio-Trial-,11093,5.000,,Syntax-Locked,0 checked out of 1
TA11093-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11093-2024-08-07-11093-For our upcoming music st-Trial-,11093,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11094-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11093-2024-08-07-11094-Offline Playback Capabili-Trial-,11093,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10333-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11093-2024-08-07-10333-Voice-Activated Controls:-Trial-,11093,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11095-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11093-2024-08-07-11095-Customizable User Profile-Trial-,11093,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10342-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11096-2024-08-07-10342-Eco-conscious Subscriptio-Trial-,11096,5.000,,Syntax-Locked,0 checked out of 1
TA11096-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11096-2024-08-07-11096-For our upcoming music st-Trial-,11096,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11097-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11096-2024-08-07-11097-Offline Playback Capabili-Trial-,11096,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10339-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11096-2024-08-07-10339-Voice-Activated Controls:-Trial-,11096,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11099-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11096-2024-08-07-11099-Customizable User Profile-Trial-,11096,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11102-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11100-2024-08-07-11102-Eco-conscious Subscriptio-Trial-,11100,4.000,,Syntax-Locked,0 checked out of 1
TA11100-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11100-2024-08-07-11100-For our upcoming music st-Trial-,11100,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10344-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11100-2024-08-07-10344-Offline Playback Capabili-Trial-,11100,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10347-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11100-2024-08-07-10347-Voice-Activated Controls:-Trial-,11100,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11101-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11100-2024-08-07-11101-Customizable User Profile-Trial-,11100,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11107-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11103-2024-08-07-11107-Eco-conscious Subscriptio-Trial-,11103,4.000,,Syntax-Locked,0 checked out of 1
TA11103-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11103-2024-08-07-11103-For our upcoming music st-Trial-,11103,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10351-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11103-2024-08-07-10351-Offline Playback Capabili-Trial-,11103,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11104-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11103-2024-08-07-11104-Voice-Activated Controls:-Trial-,11103,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11106-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11103-2024-08-07-11106-Customizable User Profile-Trial-,11103,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11515-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11108-2024-08-07-11515-Eco-conscious Subscriptio-Trial-,11108,3.000,,Syntax-Locked,0 checked out of 1
TA11108-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11108-2024-08-07-11108-For our upcoming music st-Trial-,11108,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11109-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11108-2024-08-07-11109-Offline Playback Capabili-Trial-,11108,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11110-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11108-2024-08-07-11110-Voice-Activated Controls:-Trial-,11108,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11111-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11108-2024-08-07-11111-Customizable User Profile-Trial-,11108,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10366-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11112-2024-08-07-10366-Eco-conscious Subscriptio-Trial-,11112,5.000,,Syntax-Locked,0 checked out of 1
TA11112-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11112-2024-08-07-11112-For our upcoming music st-Trial-,11112,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11113-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11112-2024-08-07-11113-Offline Playback Capabili-Trial-,11112,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10363-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11112-2024-08-07-10363-Voice-Activated Controls:-Trial-,11112,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11114-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11112-2024-08-07-11114-Customizable User Profile-Trial-,11112,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11118-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11115-2024-08-07-11118-Eco-conscious Subscriptio-Trial-,11115,4.000,,Syntax-Locked,0 checked out of 1
TA11115-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11115-2024-08-07-11115-For our upcoming music st-Trial-,11115,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11116-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11115-2024-08-07-11116-Offline Playback Capabili-Trial-,11115,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10370-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11115-2024-08-07-10370-Voice-Activated Controls:-Trial-,11115,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11117-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11115-2024-08-07-11117-Customizable User Profile-Trial-,11115,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10378-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11119-2024-08-07-10378-Eco-conscious Subscriptio-Trial-,11119,5.000,,Syntax-Locked,0 checked out of 1
TA11119-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11119-2024-08-07-11119-For our upcoming music st-Trial-,11119,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11120-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11119-2024-08-07-11120-Offline Playback Capabili-Trial-,11119,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11121-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11119-2024-08-07-11121-Voice-Activated Controls:-Trial-,11119,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11122-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11119-2024-08-07-11122-Customizable User Profile-Trial-,11119,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11126-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11123-2024-08-07-11126-Eco-conscious Subscriptio-Trial-,11123,4.000,,Syntax-Locked,0 checked out of 1
TA11123-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11123-2024-08-07-11123-For our upcoming music st-Trial-,11123,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11124-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11123-2024-08-07-11124-Offline Playback Capabili-Trial-,11123,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10382-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11123-2024-08-07-10382-Voice-Activated Controls:-Trial-,11123,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11125-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11123-2024-08-07-11125-Customizable User Profile-Trial-,11123,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10391-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11127-2024-08-07-10391-Eco-conscious Subscriptio-Trial-,11127,5.000,,Syntax-Locked,0 checked out of 1
